,CL3,CC1,SV1,M31Fcsw,M11Fcsw,M31Plmr,M11Plmr,F21Plmr,M31Tong,M11Tong,LMEpi24M,SLEpi20M,AQC1cm,AQC4cm,AQC7cm,NP2,NP3,NP5,TRRsed1,TRRsed2,TRRsed3,TS28,TS29,Even1,Even2,Even3
234682,0,0,0,0,1,0,1,2,1,0,0,1,0,27,4,1200,8,717,2,1,0,0,0,0,1,1
563954,1,0,0,1,2,1,0,0,19,1,2,1,10,63,13,1739,30,1756,4,1,0,2,0,5,1,2
152259,1,0,0,1,0,0,0,0,1,0,4,114,1869,2326,963,4,4,2,6,0,4,1,8,8,1,0
550108,1,0,2,0,1,1,0,1,5,8,183,15878,895,722,463,9,4,3,1,0,1,2,3,8,4,0
142703,0,0,0,0,0,0,0,0,1,6,63,9116,63,30,42,0,0,0,0,1,1,3,2,2,0,1
202572,0,0,0,1,0,0,0,0,1,14,192,7408,202,133,123,11,4,3,0,0,3,0,3,2,2,1
557211,12,16,13,14,23,11,14,25,640,57,87,55,336,2715,525,87667,4013,72549,142,28,21,30,29,136,32,50
190926,0,19,3,0,4,0,0,1,13,117,9916,42,168,403,144,4,4,0,4,1,2,1,2,2,0,3
140593,0,0,0,0,0,0,1,1,4,35,5449,44,4,3,3,4,0,3,1,0,0,0,0,1,1,4
263681,42,26,34,37,211519,12,4,2,34,26,169,4,15,27,24,5,13,11,2,11,6,10,8,20,15,13
241170,0,0,0,2,0,437,10,356,3465,74,13,1,1,2,2,0,4,15,1,1,0,0,3,3,4,0
484430,0,0,1,0,1,2404,42,2687,239,43,1,1,3,5,0,0,2,0,0,1,1,0,1,0,1,2
246715,0,1,0,1401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162077,6,12,1,4,7,1262,107,203,27946,608,122,8,28,9,11,5,9,44,2,5,5,8,4,7,5,5
550922,2,0,1,0,1,0,0,2,0,0,0,0,1,3,0,1,2,0,14,758,3084,10,2,14,2,0
570826,1,0,0,0,1,0,0,0,1,1,0,0,3,0,1,1,5,2,196,1136,2285,6,0,15,1,1
163978,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,69,972,1718,5,1,19,1,0
594030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,178,727,1665,6,0,9,0,0
6678,4,0,0,1,2,4,10145,690,24,15,8,2,3,5,3,0,8,4,2,1,0,0,3,5,3,0
150145,8,4,435,0,0,0,2,2,2,0,2,4,270,383,337,6,2,2,1,0,0,0,0,3,0,2
563047,0,2,7,1,4,7868,52,1219,303,7,6,1,1,0,2,0,1,2,1,0,0,2,0,2,1,2
570888,492,3238,755,1,0,31,95,5,3,1,5,5,270,968,808,5,0,1,0,3,1,0,0,3,7,0
150508,7898,739,4,7,3,2,26,0,5,0,1,0,17,18,4,0,1,1,0,0,1,2,2,49,2,1
111824,2308,1218,2,0,0,0,161,1,2,0,2,3,10,17,16,0,0,1,1,0,5,0,1,19,4,1
7223,928,663,11,0,0,0,8,0,1,0,1,49,4,0,2,0,0,0,0,1,1,1,0,5,1,0
193311,2579,85,6,0,1,0,25,0,1,0,2,1,2,1,0,0,0,0,0,1,0,1,1,8,0,0
108844,1203,738,1,0,0,1,1,0,2,0,0,1,8,10,9,0,0,0,0,0,0,0,0,9,4,0
166835,5129,3814,3,1,0,2,5,0,4,1,7,1,10,11,4,0,1,1,0,0,4,0,1,30,9,3
144381,4240,513,29,0,2,0,30,0,2,0,0,9,8,5,14,0,1,0,0,1,3,0,0,31,2,0
324381,225,150,7,0,1,0,1,0,14,1,1,79,2,4,0,75,37,1226,2,5,0,0,1,1,1,1
156814,810,2,0,0,0,0,0,0,2,4,176,3,2,3,2,0,0,2,0,0,0,0,0,4,0,0
511916,32,11,485,0,0,0,0,8,1,2,9,14,1160,2643,2321,19,2,2,0,4,3,1,3,6,2,0
361480,15,3,4,11404,48877,4,17,0,18,10,39,2,20,4,5,0,2,5,2,1,32,3047,2445,21,9,6
43158,118,597,36,0,2,2,136,1,1,10,505,5,44,84,50,0,0,0,0,0,0,0,1,1,2,0
226599,105,300,3,1,0,1,2431,14,5,3,4,2,21,83,129,0,0,1,0,0,2,1,1,1,1,0
95883,5,1,1,1,3,0,1,0,12,123,7026,5494,50,8,39,2,2,3,6,0,0,1,0,3,2,2
309818,0,0,2,0,2,0,0,0,1,57,5032,559,3,2,14,0,20,1,2,1,2,2,0,0,0,3
228077,32,74,6,0,1,4,348,11,15,78,7963,752,1352,2303,2625,13,52,9,0,2,1,1,5,10,3,5
536916,0,0,0,0,0,0,0,0,1,5,1111,97,28,12,15,1,0,1,1,0,0,0,0,0,0,1
540352,6,1,5,1,3,7439,463,1983,12167,2175,23,7,18,12,4,2,4,25,3,3,1,3,3,15,9,8
73021,1,3,1,0,2,12028,161,1547,3796,49,6,4,2,1,1,0,1,11,1,1,0,1,0,4,4,3
221384,3,4,0,2,1,12911,105,2768,4931,40,4,4,4,4,2,1,4,16,8,0,0,0,1,3,1,2
360229,13,23,12,33,27,11532,137,29,540850,2014,113,145,174,84,32,16,83,786,32,31,24,41,32,88,43,47
536311,11,14,15,13,11,3810,129,11,190356,1096,94,57,99,37,24,5,34,372,14,12,12,30,17,36,20,26
125235,3,1,1,0,0,1937,95,3866,101,8,6,0,4,6,1,0,5,1,1,1,0,0,1,1,1,0
41200,53,132,6,0,0,0,1,0,1,17,1596,10,19,53,56,0,0,1,0,0,0,0,0,1,1,1
224900,231,335,0,0,0,0,0,0,3,3,5,24,266,584,794,3,1,4,0,0,0,1,1,3,2,0
250010,342,2549,219,0,0,1,2,3,3,2,48,11,26,78,166,1,0,1,0,0,0,2,0,6,1,2
583255,146,867,2,0,0,0,0,0,2,4,123,3,166,254,309,1,0,1,0,0,0,0,0,4,1,0
551424,2583,5111,261,3,5,5,3,18,7,216,19920,81,1443,2718,3160,28,7,1,10,4,4,3,3,27,16,8
222729,573,3125,260,0,0,11,1,3,2,18,936,90,144,287,408,1,0,1,1,1,4,2,2,8,16,1
267229,23,1558,2,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,7,0
252485,100,1972,0,0,1,1,0,0,1,0,0,0,5,3,9,0,0,0,0,0,0,0,0,2,3,1
541147,139,906,1,0,1,0,0,0,0,0,0,1,33,75,128,0,0,0,0,0,0,0,0,2,3,0
593905,152,2081,2,1,1,0,1,1,1,1,0,1,329,425,430,2,1,0,0,2,0,0,1,5,5,1
219174,74,580,85,0,0,19,1,6,2,2,5,19,277,803,948,4,3,1,0,7,0,0,1,5,0,1
281246,58,616,0,0,0,0,36,0,1,0,0,0,142,182,175,2,0,0,0,0,0,0,0,1,3,0
579023,11,406,50,0,0,0,6,0,2,0,1,2,561,849,771,7,1,3,0,0,0,0,3,4,0,0
279993,20,586,26,1,0,0,13,1,8,9,19,31,2715,3452,3649,21,10,4,0,2,1,1,4,18,3,2
563745,1,5,0,0,1,0,0,0,0,1,1,4,286,411,406,1,3,0,0,0,0,0,1,0,1,0
168042,46,297,3,1,0,0,0,0,2,4,12,10,1935,2086,2275,18,5,2,1,0,0,1,3,14,2,4
136641,211,1215,2,0,0,0,0,0,0,0,0,0,2,4,6,0,1,0,0,0,0,0,1,0,5,0
328181,112,1524,3,2,0,0,0,0,0,0,1,0,7,28,13,0,0,0,0,0,0,0,1,1,2,0
165384,117,1252,60,3,4,6,1,4,21,11,34,59,6170,9457,8131,52,18,7,0,3,0,3,17,35,9,4
235519,93,595,1,0,0,1,13,0,1,0,0,0,158,183,204,1,0,0,0,0,0,0,1,3,1,1
256223,206,2319,0,0,0,0,0,0,0,0,0,0,8,11,11,0,1,0,0,0,0,0,0,1,9,0
253948,17,1279,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,5,0
157311,26,725,172,0,0,11,1,1,0,1,8,4,120,224,232,3,0,5,0,3,2,0,2,2,3,0
104555,2,32,0,0,0,5,2,2,3,5,9,60,553,1562,1396,12,3,1,0,0,1,1,4,4,1,0
114612,14,128,18,17,6,197,88,48,29,16,72,4214,5817,16975,15389,706,380,106,3,6,3,3,15,23,5,5
250544,19,19,6,13,1,83,38,24,12,9,43,1728,1668,4698,4382,623,261,132,2,2,3,1,4,17,3,0
99150,0,4,1,1,1,2,1,0,19,3,364,245,285,1150,1220,35,83,532,2,0,0,0,1,2,0,3
242585,11,58,1,0,0,0,0,0,3,2,4,14,11,47,25,946,332,318,1,0,1,0,1,2,0,1
354554,0,16,0,0,0,2,0,0,23,2,11,19,50,220,163,531,157,2205,5,0,2,0,0,2,3,2
107387,3,6,2,1,4,3,10,8,162,15,10,10,207,211,59,6123,20648,14729,32,7,7,9,6,12,9,15
306270,0,2,4,2,5,2,2,2,16,155,11357,8087,63,26,84,4,5,4,3,2,0,2,1,2,5,7
137279,6,10,0,0,0,0,0,0,2,0,4,6,143,721,772,5,0,0,0,0,0,0,0,1,0,1
168285,74,56,0,0,0,2,1,1,2,2,27,664,65,314,348,7,2,1,17,33,45,1,0,1,0,1
592669,2,23,0,0,0,0,0,0,0,3,2,7,138,606,767,3,1,2,1,0,1,0,0,0,0,1
137480,0,5,0,1,0,0,1,0,0,0,14,14,183,573,915,5,2,1,0,0,0,0,1,2,0,0
141618,47,226,1,1,1,1,170,15,0,1,62,56,243,619,1026,6,0,0,0,5,2,0,0,3,2,0
245670,3,7,0,0,0,0,18,2,0,0,49,10,865,2322,1431,12,3,3,0,1,0,2,3,4,0,0
323221,0,6,1,0,0,0,0,0,3,4,347,91,65,159,334,3,0,0,0,0,0,1,1,0,0,0
567753,8,62,0,0,0,0,2,0,2,0,8,88,142,495,751,2,3,0,0,1,0,0,0,0,1,0
143561,152,63,36,0,1,0,13,2,1,18,1034,3,12,37,20,0,1,0,6,54,2,0,0,1,0,0
586984,20,67,2,0,0,0,28,1,0,2,51,660,83,112,166,1,1,1,0,1,0,0,1,0,0,0
107623,4,7,0,1,0,1,87,2,3,4,154,17,1132,2132,2206,20,14,6,0,1,1,0,5,5,0,0
140458,11,79,1,0,0,5,35,1,8,14,622,7018,146,261,316,2,3,2,1,0,0,0,0,0,1,0
153255,1,113,0,0,0,1,16,0,1,1,3,4,137,250,466,4,1,0,0,0,0,0,2,1,0,0
276290,338,876,3,0,1,1,0,0,1,0,0,0,5,37,68,0,0,1,0,0,0,0,0,3,2,1
142298,1075,506,138,0,2,0,8,0,0,0,0,2,13,36,94,1,0,0,0,0,0,0,0,4,1,0
187854,42,2652,2,0,0,0,4,0,0,0,1,1,3,21,55,1,0,0,0,0,0,0,1,3,5,0
205571,900,1320,159,0,0,1,23,0,2,2,1,7,178,467,822,6,1,1,0,1,1,1,0,8,8,1
204943,132,505,1,0,0,0,0,0,6,1,5,11,774,1325,1467,9,2,0,0,0,0,2,2,4,2,0
222917,1,14,3,0,1,6,0,0,3,3,1,3929,35,12,29,0,2,0,0,0,2,0,0,0,0,1
557280,67,584,2225,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
537138,232,286,2081,1,1,1,29,14,0,0,1,0,2,1,1,0,0,0,3,0,0,0,0,1,2,6
188905,207,290,1658,1,0,0,0,0,0,0,1,1,2,8,7,0,0,3,0,0,0,0,0,1,1,3
156101,828,787,2286,2,1,0,14,0,0,1,38,2,24,36,33,9,3,69,1,8,3,0,0,8,5,8
576127,1742,469,1,2,0,0,0,0,0,0,1,0,4,2,3,0,1,0,1,1,1,0,1,5,1,0
508906,966,64,0,0,0,1,0,1,1,1,0,1,4,2,2,0,0,1,0,1,0,0,0,8,0,0
117907,1,2,2,0,1,0,1,2,10,3,1,4,14,104,32,3369,241,265,1,8,1,1,1,6,0,2
214210,1,12,7,0,1,0,1,0,6,4,14,34,1570,3839,3778,23,3,0,1,3,2,2,3,6,0,0
573582,2,16,51,0,0,0,1,0,2,2,4,15,408,1708,2466,14,1,1,0,3,6,0,0,1,1,1
225930,804,300,3,2,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,3,1,0
534686,776,73,163,0,0,1,0,0,0,0,0,1,2,3,18,0,0,0,0,0,2,0,0,3,0,2
361100,2510,719,44,1,0,1,0,0,0,0,1,1,2,3,10,0,0,0,0,5,0,0,0,15,1,1
533848,215,421,612,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2
214749,1376,334,255,1,0,0,0,0,0,0,0,1,2,1,11,0,0,0,0,0,0,0,0,6,3,3
394416,696,590,3,0,0,0,1,0,0,0,0,0,0,8,18,0,1,0,0,3,0,0,0,4,4,0
6772,245,858,8,0,0,0,78,0,3,0,5,5,102,559,765,5,0,0,0,0,0,0,0,6,2,0
251263,173,349,1208,0,1,34,61,16,2,23,1174,142,438,1409,902,9,2,0,2,3,7,0,0,5,1,9
230108,307,808,4,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0
60344,71,358,1112,0,0,87,176,33,1,0,1,1,3,2,1,0,0,0,0,1,0,0,0,2,2,1
110675,55,589,492,0,0,89,352,36,0,0,1,66,2,2,2,0,0,1,0,1,0,0,0,0,4,5
571521,181,78,1637,0,1,20,87,2,1,0,0,23,0,1,1,0,1,2,1,0,1,0,1,3,1,5
102382,19,977,2373,0,0,291,790,179,1,5,5,273,5,11,7,0,0,1,2,0,0,1,0,1,5,4
358564,107,1538,8,0,0,131,120,26,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,8,1
313175,66,962,758,0,0,344,771,92,2,0,16,68,2,3,4,0,1,0,1,2,2,0,0,8,15,7
225949,102,2703,455,0,0,279,367,126,1,1,4,43,9,35,9,0,0,1,0,0,1,0,1,1,13,2
323686,3,37,10,0,0,0,0,1,4,32,3169,34,2,3,8,0,29,0,0,0,1,0,0,0,0,1
242288,1,17,4,1,0,0,1,0,14,92,7467,13887,144,42,84,1,9,1,1,0,2,5,2,7,1,5
324539,15,13,9,3,4,0,6,1,18,151,11011,15151,123,28,88,3,5,6,3,2,2,3,1,7,2,7
7396,21,387,45,0,0,2,0,0,0,1,11,1,5,14,14,167,468,128,0,1,0,0,0,0,2,0
73191,16,141,2,1,2,2,56,1,5,10,737,29,770,1765,1464,52,77,20,0,1,1,0,3,3,1,1
33253,21,6,3,0,0,1,21,0,4,5,550,7,302,515,531,5,51,10,1,0,0,0,2,1,1,0
320002,4,31,98,1,0,0,3,0,1,6,457,177,122,306,193,1,2,0,1,0,0,0,0,1,1,1
306159,39,77,0,0,0,1,0,0,1,18,1072,56,162,1079,1004,6,0,0,1,0,0,0,0,1,0,1
170339,157,1461,2693,2,0,1,83,10,3,3,102,6,20,24,20,2,1,2,3,0,0,0,1,5,3,7
574956,52,84,3,0,0,0,3,0,0,3,33,30,276,356,385,1,0,2,0,0,0,1,0,2,0,0
97627,610,1255,92,1,0,13,963,19,3,1,13,5,25,51,76,3,0,1,0,0,0,0,0,4,3,1
64871,102,200,5,0,2,26,5072,145,16,75,4911,105,83,463,147,5,121,12,3,2,0,0,3,3,3,5
155949,79,985,1153,0,0,39,71,11,0,0,9,6,26,57,50,0,0,0,0,6,0,1,0,1,4,1
593598,99,717,162,0,0,22,255,1,1,1,32,85,79,153,84,0,0,1,0,1,0,2,0,2,3,0
237073,53,479,424,1,1,15,24,4,1,1,15,7,17,32,28,0,0,0,0,1,0,0,0,2,4,1
141709,106,12,15,5,8,32,1531,39,28,233,24082,1636,5159,7214,8475,64,235,28,13,8,3,0,15,30,5,12
74685,178,839,109,0,0,31,181,23,5,5,461,850,169,294,210,0,0,2,0,3,0,0,1,6,1,1
64550,220,275,11,4,0,13,326,8,7,46,3949,103,278,751,681,19,10,2,1,2,1,0,0,4,3,1
592118,60,464,54,21,9,535,1790,94,11,3,146,75,59,230,322,1,72,9,2,0,0,2,6,0,3,1
576010,1,2,0,0,0,4,1171,14,0,1,19,1,2,2,2,0,13,2,1,0,0,1,0,0,0,0
239064,12,39,1411,0,0,47,24,36,0,0,9,0,2,5,1,0,1,0,1,3,0,0,0,3,1,2
410688,425,258,0,0,0,25,373,25,2,8,129,2892,25,16,19,0,47,5,2,0,0,0,3,2,1,1
141024,10,61,0,0,0,0,30,0,1,5,401,8,456,954,792,40,110,17,0,1,0,0,0,1,0,0
580578,15,88,24,0,0,0,0,0,1,1,90,102,146,408,208,0,0,0,0,0,0,0,0,3,1,1
269558,108,412,542,0,0,2,0,0,0,0,8,0,3,1,2,0,1,0,0,0,1,0,0,2,3,4
124653,9,5,0,1,0,0,14,0,5,8,467,120,182,571,478,2,1,1,0,1,0,0,0,5,0,0
582407,2,17,20,1,4,1,103,2,40,377,30047,138,25,14,40,4,9,3,11,3,2,0,2,1,3,15
324241,1,0,0,0,1,0,2,0,11,8,55,13092,79,35,58,1,2,3,2,0,0,2,0,3,0,1
229790,26,34,4,6,3,3,11,0,39,85,2236,51920,454,153,327,8,30,22,5,13,4,13,5,28,8,6
213853,89,41,13,2,14,27,1127,29,48,295,21320,4912,3813,5532,6478,58,167,26,10,7,3,4,12,47,9,19
368509,7,26,3,0,0,3,7,0,4,5,234,1551,54,86,63,1,0,2,0,0,0,1,0,0,1,0
162964,1,1,3,0,0,1,0,0,5,63,5377,24,4,5,8,1,0,2,5,0,0,1,0,0,1,3
228981,6,63,1,0,0,1,5,1,5,6,198,1305,105,113,130,1,1,0,0,0,1,0,2,2,1,1
322506,0,3,0,0,0,0,0,0,1,0,51,265,274,388,334,2,1,2,0,0,0,0,2,2,0,0
142773,29,228,1,0,0,9,27,0,4,9,368,8172,104,24,64,1,1,3,0,2,1,1,1,3,1,0
544356,45,1254,2,3,1,9,37,2,23,35,1521,22164,2740,2199,2938,17,7,6,2,4,4,8,15,24,9,4
315609,20,12,0,0,0,1,13,0,4,5,263,186,110,240,232,1,4,1,0,2,0,0,0,1,0,0
100099,16,23,1,0,0,8,10,0,1,29,1664,6,22,64,58,38,157,22,0,1,1,0,0,1,1,0
584580,0,6,2,0,0,1,4,2,3,44,3659,49,43,39,33,1,1,1,1,0,0,0,1,2,1,0
552978,5,23,2,0,0,5,13,1,2,27,1821,10,275,431,519,9,14,2,2,0,0,1,0,1,1,0
101552,12,479,286,0,0,1,1026,65,7,5,303,455,140,328,332,243,1960,102,3,1,0,0,1,1,0,1
557460,395,232,2,0,0,23,212,4,3,6,215,44,14,36,15,4,29,19,1,0,1,0,0,3,0,0
263929,93,172,9,4,0,3,115,1,1,29,1559,118,158,465,426,10,1,1,0,0,1,0,1,1,2,0
261931,47,9,23,0,0,0,1,0,5,18,1962,9,82,196,159,1,1,0,1,0,0,0,0,2,0,2
277679,525,1153,1,1,0,0,65,15,1,1,83,96,36,82,65,2,4,3,0,1,0,0,0,7,3,0
107880,102,802,51,1,0,2,13,2,5,38,3424,38,740,1531,1366,15,4,2,1,0,3,0,4,4,5,0
221331,22,97,7,0,0,0,12,0,0,12,791,6,186,462,253,0,1,0,0,1,0,0,0,2,2,1
217417,185,405,2,1,0,6,48,2,0,1,104,124,67,300,257,0,1,0,0,4,0,0,0,3,1,0
230801,67,385,180,1,1,1,25,1,2,2,23,157,1654,2117,1781,12,3,2,0,0,0,1,5,11,0,4
342757,98,429,261,1,0,5,17,2,8,1,22,254,1256,1900,1511,15,5,3,0,1,1,3,5,19,10,2
214611,763,2648,2,1,0,0,0,3,0,0,0,3,32,246,312,1,0,1,0,0,1,0,0,3,8,2
576053,147,809,159,1,0,32,7,0,1,5,929,29,311,579,477,2,0,2,1,0,3,1,1,2,3,0
200741,679,3280,1271,3,6,19,137,10,21,13,98,961,8803,12180,9967,56,24,17,1,8,3,5,18,62,24,10
323551,151,136,30,0,1,0,5,0,1,1,9,17,151,425,487,3,1,0,0,0,0,0,0,2,0,1
17679,59,39,13,0,0,0,1,0,0,2,9,13,332,574,412,5,0,0,0,2,0,0,1,1,0,0
208255,6,147,366,2,1,0,3193,15,5,6,371,986,67,136,134,1,15,0,0,3,4,4,0,1,0,0
65940,0,0,0,1,0,781,3,214,13,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8882,0,1,1,1,0,0,0,8,1,0,0,0,21,70,26,1706,1327,26,1,8,11,2,1,5,1,1
357417,1,0,0,0,1,0,6,0,15,1,1,0,38,9,1,108,7521,594,3,10,2,1,1,7,4,7
160023,1,0,0,0,1,0,0,0,1,1,6,3,70,653,634,6,161,14,11,31,28,0,1,0,0,0
268501,0,0,0,0,0,0,0,0,2,0,0,0,21,11,6,0,1036,5,0,0,0,0,0,0,0,0
549366,0,1,0,0,1,0,0,0,2,0,2,3,15,3,0,75,1787,194,1,11,2,0,0,0,0,2
567653,0,0,0,0,0,1134,103,0,2,1,1,1,1,1,0,12,167,25,0,1,0,0,0,1,0,1
9514,11,28,8,60,13,11162,291,2422,140781,2371,476,33,79,42,43,9,27,222,9,16,10,22,8,28,37,20
204197,2,2,1,2,2,8986,250,566,253,236,6,2,1,3,2,0,2,2,0,2,0,1,0,3,1,0
32352,2,1,1,1,1,96,3,30,1984,37,9,0,4,3,3,1,1,2,0,0,1,0,2,0,4,2
9562,0,2,2,2,2,291,6,17,4042,52,21,0,6,0,1,0,1,6,0,0,0,1,0,0,3,1
94166,36,70,33,178,66,28894,818,6402,396201,7346,1843,116,354,129,168,49,128,709,40,68,46,80,47,133,124,64
140393,1,0,1,1,0,1734,84,1869,75,14,12,2,4,2,0,0,1,2,1,1,1,0,0,0,0,0
17538,0,2,0,0,0,3390,54,655,279,4,1,7,0,0,0,0,0,1,0,1,0,0,0,1,1,1
155443,1,2,0,0,2,10002,119,81,589,19,15,3,11,3,3,1,2,3,0,1,0,1,0,1,1,0
9510,2,3,0,4,2,378,13,75,5694,119,52,6,6,2,5,2,8,12,3,1,1,4,1,5,4,2
82772,27,47,34,3,3,9,7,4,45,7,9,3,100,13,7,7,50,29,65,19,233,39,20,27145,19888,23745
550960,185,253,162,14,32,15,7,5,118,55,41,31,544,54,33,11,86,65,326,17,1123,167,72,141771,114624,124394
236788,55,48,30,8,9,5,0,1,20,6,11,8,102,13,7,0,18,22,77,4,245,39,15,30920,25823,28811
9796,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,6,1,1,864,720,764
10115,1,1,2,0,0,0,0,0,0,0,0,0,8,2,2,0,8,2,1,1,2,4,2,411,327,323
10189,5,47,0,0,1,130,389,18,3,1,3,9,24,1,1,2,76,570,1,1,0,0,0,8,4,3
262838,36,9,15,32,61,31,48,16,1,1,0,2,6,1,1,5,135,45,1,2,1,18,549,50,31,35
561320,0,2,1,0,0,0,3,1,1,0,0,1,1,0,0,0,1,2,4,0,4,0,0,520,398,499
202356,15,18,14,3,0,159,326,218,7,2,0,31,26,4,3,0,16,44,18,1,35,3,5,3962,3175,4294
592346,17,28,3,8,1,204,328,326,5,3,2,18,17,5,1,3,41,52,5,2,32,4,4,5634,4728,5762
557905,10,27,8,1,1,121,58,23,6,2,2,21,23,5,1,0,4,4,22,0,40,7,1,5073,3610,4777
534898,4,7,7,0,1,34,15,3,1,1,3,9,13,1,2,0,1,0,3,1,12,2,1,1303,946,1166
218720,0,36,2,0,0,345,64,73,0,0,1,81,3,0,1,0,0,1,1,2,5,0,0,256,181,241
9812,2,14,2,1,1,3,81,1,8,4,4,3,17,3,5,1,11,5,9,2,79,21,5,9663,8212,9541
10113,2,4,0,0,0,4,4,0,0,0,0,6,4,1,0,0,0,1,3,1,4,0,1,383,326,382
9727,4,4,7,0,2,0,1,0,4,0,0,1,9,4,1,2,2,4,12,5,29,3,8,2906,2350,2870
204864,14,11,16,1,3,1,0,0,6,3,3,1,32,3,2,1,5,2,18,1,29,4,3,4110,3301,3925
164152,0,1,1,0,1,0,0,0,1,1,0,0,3,0,0,0,2,1,1,0,5,0,0,692,495,632
110450,0,2,0,0,1,15,1268,5,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277352,0,0,1,0,0,175,125,78,25,3,1,0,17,3,0,0,1476,1843,2,2,0,0,0,1,0,2
484436,3,12,4,7,5,1212,84880,2732,206,61,101,53,61,34,22,12,42,20,11,10,17,5,9,12,8,8
39819,1,2,1,0,0,196,743,236,5,2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2
584176,47,431,3,0,0,38,1319,95,2,1,21,81,1,3,0,0,2,2,0,1,0,0,0,2,1,0
159711,3243,483,1055,1,0,432,242,132,6,0,9,22,6,2,1,0,1,0,0,1,0,3,0,11,3,1
30013,22,3,9,0,0,763,153,2056,6,4,4,4,7,4,1,0,0,1,1,1,1,1,0,0,0,0
317252,7,2,4,0,0,52,1312,60,13,2,7,5,5,1,0,0,79,25,0,2,0,0,0,5,6,4
249191,25,12,8,0,0,217,2068,527,10,5,15,8,2,7,3,2,64,26,2,0,1,0,1,2,1,3
330302,1,37,0,0,0,27,1886,25,5,2,3,10,1,1,0,0,21,2,1,1,1,0,0,0,0,0
194641,2,3,6,2,0,31,2067,82,10,1,2,6,1,1,3,1,127,58,2,0,0,1,0,7,6,1
346926,39,21,43,0,5,301,16398,572,34,9,22,50,15,12,5,5,994,354,4,4,1,3,1,46,34,32
140764,0,0,0,0,0,0,8,0,12,1,0,0,1,0,1,0,17,1566,0,2,2,0,0,0,0,0
107242,0,1,3,3,1,3,1,3,225,12,11,6,35,62,22,1861,2159,28040,63,445,171,9,2,11,5,0
233692,0,2,1,0,1,0,0,1,8,2,0,0,0,3,3,3,35,725,26,453,131,0,0,2,0,0
388347,0,2,1,0,0,0,1,1,13,3,115,3,181,544,597,12,125,891,20,1337,177,1,1,6,3,1
67478,0,0,1,0,0,0,0,0,0,1,44,2,316,1085,713,3,1,5,2,2,2,0,3,1,2,0
104276,0,2,0,1,0,0,0,0,27,2,1,0,2,5,1,22,72,4683,8,25,6,0,0,0,0,3
560000,0,0,0,0,0,0,3,0,2,2,5,4,200,1241,1297,4,2,9,0,4,1,1,0,5,2,0
593801,6,3,7,8,6,4,6,12,591,49,26,13,138,381,86,12185,8671,66565,110,26,7,15,8,29,11,13
323845,8,7,11,11,10,9,11,5,661,73,41,22,396,589,167,18766,38793,79352,169,27,14,25,9,52,16,20
228449,1,0,2,1,0,1,0,1,80,7,4,4,5,57,15,1648,88,7179,11,1,1,3,0,1,1,1
331005,0,0,0,1,0,0,0,0,57,1,3,2,6,13,6,515,61,5482,6,2,3,1,0,2,2,1
108109,1,0,0,3,0,0,0,2,35,3,0,1,6,20,6,712,119,4747,13,1,0,1,1,1,1,1
232511,3,0,0,1,3,2,2,1,178,23,4,1,21,54,9,1320,363,18187,43,8,0,4,3,1,2,3
338117,2,1,0,0,1,0,4,3,12,6,4,0,8,11,8,26,319,106,1646,9267,3127,6,7,16,1,11
97734,0,0,0,0,0,0,1,0,3,0,0,1,24,34,36,18,1193,153,58,338,55,0,0,3,2,0
139864,3,0,0,2,0,0,1,1,15,6,4,0,7,27,14,73,248,198,1094,650,313,0,1,9,6,6
545003,0,0,0,0,1,0,0,0,5,0,0,0,23,31,35,17,723,144,30,230,51,0,0,0,0,0
336455,5,0,0,0,0,0,1,0,0,1,0,0,0,2,0,8,13,9,107,690,482,4,1,7,1,0
350845,0,0,0,0,0,0,0,0,2,1,0,0,3,22,7,861,44,58,218,282,61,0,1,3,0,0
185581,0,2,0,0,0,0,3,0,13,3,1,2,121,46,6,960,14581,1129,4,9,2,4,1,7,8,1
546020,1,0,0,2,0,0,1,2,37,10,1,2,33,50,20,1522,2728,3574,7,5,1,0,1,1,0,1
236604,3,0,0,0,1,1,1,1,35,2,3,1,36,84,20,2336,2591,4475,9,33,8,1,0,6,2,2
206237,3,4,1,1,2,1,1,3,23,5,10,3,47,215,52,6234,110,741,0,10,9,1,2,8,4,4
